,claimID,employer,employercity,employerstate,employerzip,gender,hispanic,asian,claim_amount,case_open,valid,invalid,verified_claim,case_close,first_response,formal_investigate,wage_order,total_rec,wage_rec,duration,CLAIM NO,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,INDUSTRY,INDUSTRY (IF OTHER),SOURCE (URL),NOTES,City,Region
631,LLVA61781,UNITED PARCEL SERVICE,RICHMOND,VA,23237.0,female,False,False,195.98,2017-11-03,False,False,0.0,2017-11-03,False,False,False,0.0,0.0,0,LLVA61781,UNITED PARCEL SERVICE,RICHMOND,VA,23237.0,,,,,RICHMOND,Eastern
632,LLVA61791,STARBUCKS,RICHMOND,VA,,male,False,False,400.0,2017-11-08,False,False,0.0,2018-03-02,False,False,False,0.0,0.0,114,LLVA61791,STARBUCKS,RICHMOND,VA,,,,,,RICHMOND,Central
633,LLVA61791,STARBUCKS,RICHMOND,VA,,male,False,False,400.0,2017-11-08,False,False,0.0,2018-03-02,False,False,False,0.0,0.0,114,LLVA61791,STARBUCKS,RICHMOND,VA,,,,,,RICHMOND,Eastern
634,LLVA61794,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,1060.0,2017-11-03,False,False,0.0,2017-11-03,False,False,False,0.0,0.0,0,LLVA61794,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
635,LLVA61794,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,1060.0,2017-11-03,False,False,0.0,2017-11-03,False,False,False,0.0,0.0,0,LLVA61794,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
636,LLVA61808,ANCHOR BAR,RICHMOND,VA,23235.0,,True,False,0.0,2017-11-09,False,False,0.0,2017-11-09,False,False,False,0.0,0.0,0,LLVA61808,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
637,LLVA61808,ANCHOR BAR,RICHMOND,VA,23235.0,,True,False,0.0,2017-11-09,False,False,0.0,2017-11-09,False,False,False,0.0,0.0,0,LLVA61808,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
638,LLVA61811,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,2060.44,2017-11-15,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,72,LLVA61811,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
639,LLVA61811,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,2060.44,2017-11-15,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,72,LLVA61811,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
640,LLVA61812,ANCHOR BAR,RICHMOND,VA,23235.0,female,False,False,1492.0,2017-11-21,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,66,LLVA61812,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
641,LLVA61812,ANCHOR BAR,RICHMOND,VA,23235.0,female,False,False,1492.0,2017-11-21,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,66,LLVA61812,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
642,LLVA61813,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,4460.0,2017-11-21,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,66,LLVA61813,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
643,LLVA61813,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,4460.0,2017-11-21,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,66,LLVA61813,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
644,LLVA61816,DOBRIN PROPERTY MANAGEMENT,RICHMOND,VA,23220.0,female,False,False,1437.64,2017-11-14,False,False,0.0,2017-11-14,False,False,False,0.0,0.0,0,LLVA61816,DOBRIN PROPERTY MANAGEMENT,RICHMOND,VA,23220.0,,,,,RICHMOND,Central
645,LLVA61816,DOBRIN PROPERTY MANAGEMENT,RICHMOND,VA,23220.0,female,False,False,1437.64,2017-11-14,False,False,0.0,2017-11-14,False,False,False,0.0,0.0,0,LLVA61816,DOBRIN PROPERTY MANAGEMENT,RICHMOND,VA,23220.0,,,,,RICHMOND,Eastern
646,LLVA61817,ANCHOR BAR,RICHMOND,VA,23235.0,male,True,False,0.0,2017-11-14,False,False,0.0,2017-11-14,False,False,False,0.0,0.0,0,LLVA61817,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
647,LLVA61817,ANCHOR BAR,RICHMOND,VA,23235.0,male,True,False,0.0,2017-11-14,False,False,0.0,2017-11-14,False,False,False,0.0,0.0,0,LLVA61817,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
648,LLVA61818,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,0.0,2017-11-14,False,False,0.0,2017-11-14,False,False,False,0.0,0.0,0,LLVA61818,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
649,LLVA61818,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,0.0,2017-11-14,False,False,0.0,2017-11-14,False,False,False,0.0,0.0,0,LLVA61818,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
650,LLVA61819,MOLLY MAID,RICHMOND,VA,23235.0,female,False,True,0.0,2017-11-14,False,False,0.0,2017-11-14,False,False,False,0.0,0.0,0,LLVA61819,MOLLY MAID,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
651,LLVA61819,MOLLY MAID,RICHMOND,VA,23235.0,female,False,True,0.0,2017-11-14,False,False,0.0,2017-11-14,False,False,False,0.0,0.0,0,LLVA61819,MOLLY MAID,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
652,LLVA61832,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,423.97,2017-11-14,False,False,0.0,2017-11-14,False,False,False,0.0,0.0,0,LLVA61832,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
653,LLVA61832,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,423.97,2017-11-14,False,False,0.0,2017-11-14,False,False,False,0.0,0.0,0,LLVA61832,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
654,LLVA61833,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219.0,female,False,False,277.2,2017-11-14,False,False,294.8,2017-11-28,False,False,False,0.0,0.0,14,LLVA61833,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219.0,,,,,RICHMOND,Central
655,LLVA61833,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219.0,female,False,False,277.2,2017-11-14,False,False,294.8,2017-11-28,False,False,False,0.0,0.0,14,LLVA61833,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219.0,,,,,RICHMOND,Eastern
656,LLVA61834,CYNTHIA MATTHEWS,RICHMOND,VA,23219.0,female,False,False,277.2,2017-11-14,False,False,0.0,2017-11-28,False,False,False,0.0,0.0,14,LLVA61834,CYNTHIA MATTHEWS,RICHMOND,VA,23219.0,,,,,RICHMOND,Central
657,LLVA61834,CYNTHIA MATTHEWS,RICHMOND,VA,23219.0,female,False,False,277.2,2017-11-14,False,False,0.0,2017-11-28,False,False,False,0.0,0.0,14,LLVA61834,CYNTHIA MATTHEWS,RICHMOND,VA,23219.0,,,,,RICHMOND,Eastern
658,LLVA61868,SHAWN DAVIS,RICHMOND,VA,23221.0,female,True,False,272.0,2017-11-16,False,False,0.0,2018-01-08,False,False,False,0.0,0.0,53,LLVA61868,SHAWN DAVIS,RICHMOND,VA,23221.0,,,,,RICHMOND,Central
659,LLVA61868,SHAWN DAVIS,RICHMOND,VA,23221.0,female,True,False,272.0,2017-11-16,False,False,0.0,2018-01-08,False,False,False,0.0,0.0,53,LLVA61868,SHAWN DAVIS,RICHMOND,VA,23221.0,,,,,RICHMOND,Eastern
660,LLVA61881,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,918.0,2017-11-22,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,65,LLVA61881,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
661,LLVA61881,ANCHOR BAR,RICHMOND,VA,23235.0,male,False,False,918.0,2017-11-22,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,65,LLVA61881,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
662,LLVA61890,INNOVATIVE DIAGNOSTIC LABORATORY,RICHMOND,VA,23227.0,female,False,False,1946.15,2017-12-05,False,False,0.0,2017-12-07,False,False,False,0.0,0.0,2,LLVA61890,INNOVATIVE DIAGNOSTIC LABORATORY,RICHMOND,VA,23227.0,,,,,RICHMOND,Central
663,LLVA61890,INNOVATIVE DIAGNOSTIC LABORATORY,RICHMOND,VA,23227.0,female,False,False,1946.15,2017-12-05,False,False,0.0,2017-12-07,False,False,False,0.0,0.0,2,LLVA61890,INNOVATIVE DIAGNOSTIC LABORATORY,RICHMOND,VA,23227.0,,,,,RICHMOND,Eastern
664,LLVA61912,WHEN BUFFALOES FLY INC,RICHMOND,VA,23235.0,male,False,False,2884.62,2017-12-07,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,50,LLVA61912,WHEN BUFFALOES FLY INC,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
665,LLVA61912,WHEN BUFFALOES FLY INC,RICHMOND,VA,23235.0,male,False,False,2884.62,2017-12-07,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,50,LLVA61912,WHEN BUFFALOES FLY INC,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
666,LLVA61917,COUNTRY STYLE DONUTS,RICHMOND,VA,23294.0,female,False,False,54.0,2017-12-05,False,False,43.5,2018-01-10,False,False,False,0.0,0.0,36,LLVA61917,COUNTRY STYLE DONUTS,RICHMOND,VA,23294.0,,,,,RICHMOND,Central
667,LLVA61917,COUNTRY STYLE DONUTS,RICHMOND,VA,23294.0,female,False,False,54.0,2017-12-05,False,False,43.5,2018-01-10,False,False,False,0.0,0.0,36,LLVA61917,COUNTRY STYLE DONUTS,RICHMOND,VA,23294.0,,,,,RICHMOND,Eastern
668,LLVA61920,ZOSARO LLC,RICHMOND,VA,23228.0,female,False,False,396.0,2017-12-08,False,False,396.0,2018-05-10,False,False,False,0.0,0.0,153,LLVA61920,ZOSARO LLC,RICHMOND,VA,23228.0,,,,,RICHMOND,Central
669,LLVA61920,ZOSARO LLC,RICHMOND,VA,23228.0,female,False,False,396.0,2017-12-08,False,False,396.0,2018-05-10,False,False,False,0.0,0.0,153,LLVA61920,ZOSARO LLC,RICHMOND,VA,23228.0,,,,,RICHMOND,Eastern
670,LLVA61936,VAN GO INC,RICHMOND,VA,23228.0,male,False,False,250.0,2017-12-07,False,False,0.0,2017-12-07,False,False,False,0.0,0.0,0,LLVA61936,VAN GO INC,RICHMOND,VA,23228.0,,,,,RICHMOND,Central
671,LLVA61936,VAN GO INC,RICHMOND,VA,23228.0,male,False,False,250.0,2017-12-07,False,False,0.0,2017-12-07,False,False,False,0.0,0.0,0,LLVA61936,VAN GO INC,RICHMOND,VA,23228.0,,,,,RICHMOND,Eastern
672,LLVA61939,BAILEY'S PLUMBING HEATING & COOLING INC,RICHMOND,VA,23228.0,male,False,False,550.69,2017-12-14,False,False,450.69,2018-03-13,False,False,False,0.0,0.0,89,LLVA61939,BAILEY'S PLUMBING HEATING & COOLING INC,RICHMOND,VA,23228.0,,,,,RICHMOND,Central
673,LLVA61939,BAILEY'S PLUMBING HEATING & COOLING INC,RICHMOND,VA,23228.0,male,False,False,550.69,2017-12-14,False,False,450.69,2018-03-13,False,False,False,0.0,0.0,89,LLVA61939,BAILEY'S PLUMBING HEATING & COOLING INC,RICHMOND,VA,23228.0,,,,,RICHMOND,Eastern
674,LLVA61946,37 WELLNESS LLC,RICHMOND,VA,23221.0,,False,False,1384.33,2017-12-07,False,False,0.0,2017-12-07,False,False,False,0.0,0.0,0,LLVA61946,37 WELLNESS LLC,RICHMOND,VA,23221.0,,,,,RICHMOND,Central
675,LLVA61946,37 WELLNESS LLC,RICHMOND,VA,23221.0,,False,False,1384.33,2017-12-07,False,False,0.0,2017-12-07,False,False,False,0.0,0.0,0,LLVA61946,37 WELLNESS LLC,RICHMOND,VA,23221.0,,,,,RICHMOND,Eastern
676,LLVA61952,ANCHOR BAR,RICHMOND,VA,23235.0,female,False,False,550.0,2017-12-14,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,43,LLVA61952,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
677,LLVA61952,ANCHOR BAR,RICHMOND,VA,23235.0,female,False,False,550.0,2017-12-14,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,43,LLVA61952,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
678,LLVA61953,SENIOR HEALTHCARE,RICHMOND,VA,23283.0,male,False,False,192.0,2017-12-12,False,False,0.0,2017-12-12,False,False,False,0.0,0.0,0,LLVA61953,SENIOR HEALTHCARE,RICHMOND,VA,23283.0,,,,,RICHMOND,Central
679,LLVA61953,SENIOR HEALTHCARE,RICHMOND,VA,23283.0,male,False,False,192.0,2017-12-12,False,False,0.0,2017-12-12,False,False,False,0.0,0.0,0,LLVA61953,SENIOR HEALTHCARE,RICHMOND,VA,23283.0,,,,,RICHMOND,Eastern
680,LLVA61954,UPS,RICHMOND,VA,23237.0,male,False,False,150.0,2017-12-12,False,False,0.0,2017-12-12,False,False,False,0.0,0.0,0,LLVA61954,UPS,RICHMOND,VA,23237.0,,,,,RICHMOND,Central
681,LLVA61954,UPS,RICHMOND,VA,23237.0,male,False,False,150.0,2017-12-12,False,False,0.0,2017-12-12,False,False,False,0.0,0.0,0,LLVA61954,UPS,RICHMOND,VA,23237.0,,,,,RICHMOND,Eastern
682,LLVA61960,OMG PIZZA,RICHMOND,VA,23224.0,male,False,False,1012.0,2017-12-15,False,False,1012.0,2018-03-12,False,False,False,0.0,0.0,87,LLVA61960,OMG PIZZA,RICHMOND,VA,23224.0,,,,,RICHMOND,Central
683,LLVA61960,OMG PIZZA,RICHMOND,VA,23224.0,male,False,False,1012.0,2017-12-15,False,False,1012.0,2018-03-12,False,False,False,0.0,0.0,87,LLVA61960,OMG PIZZA,RICHMOND,VA,23224.0,,,,,RICHMOND,Eastern
684,LLVA61966,VAN GO INC,RICHMOND,VA,23228.0,male,False,False,250.0,2017-12-21,True,False,232.93,2018-01-29,True,False,False,0.0,0.0,39,LLVA61966,VAN GO INC,RICHMOND,VA,23228.0,,,,,RICHMOND,Central
685,LLVA61966,VAN GO INC,RICHMOND,VA,23228.0,male,False,False,250.0,2017-12-21,True,False,232.93,2018-01-29,True,False,False,0.0,0.0,39,LLVA61966,VAN GO INC,RICHMOND,VA,23228.0,,,,,RICHMOND,Eastern
686,LLVA62027,ANCHOR BAR,RICHMOND,VA,23235.0,male,True,False,0.0,2017-12-22,False,False,0.0,2017-12-22,False,False,False,0.0,0.0,0,LLVA62027,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
687,LLVA62027,ANCHOR BAR,RICHMOND,VA,23235.0,male,True,False,0.0,2017-12-22,False,False,0.0,2017-12-22,False,False,False,0.0,0.0,0,LLVA62027,ANCHOR BAR,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
688,LLVA62047,DAVID ALLRED,RICHMOND,VA,23235.0,female,False,False,0.0,2018-01-05,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,21,LLVA62047,DAVID ALLRED,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
689,LLVA62047,DAVID ALLRED,RICHMOND,VA,23235.0,female,False,False,0.0,2018-01-05,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,21,LLVA62047,DAVID ALLRED,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
690,LLVA62048,DAVID ALLRED,RICHMOND,VA,23235.0,male,False,False,0.0,2018-01-05,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,21,LLVA62048,DAVID ALLRED,RICHMOND,VA,23235.0,,,,,RICHMOND,Central
691,LLVA62048,DAVID ALLRED,RICHMOND,VA,23235.0,male,False,False,0.0,2018-01-05,False,False,0.0,2018-01-26,False,False,False,0.0,0.0,21,LLVA62048,DAVID ALLRED,RICHMOND,VA,23235.0,,,,,RICHMOND,Eastern
692,LLVA62057,OPTIMUM CARE,RICHMOND,VA,23223.0,male,False,False,1320.0,2018-01-09,False,False,0.0,2018-01-09,False,False,False,0.0,0.0,0,LLVA62057,OPTIMUM CARE,RICHMOND,VA,23223.0,,,,,RICHMOND,Central
693,LLVA62057,OPTIMUM CARE,RICHMOND,VA,23223.0,male,False,False,1320.0,2018-01-09,False,False,0.0,2018-01-09,False,False,False,0.0,0.0,0,LLVA62057,OPTIMUM CARE,RICHMOND,VA,23223.0,,,,,RICHMOND,Eastern
694,LLVA62060,ASPEN HOME IMPROVEMENT COMPANY,RICHMOND,VA,23230.0,male,False,False,12904.98,2018-01-18,False,False,3890.96,2018-04-02,False,False,False,0.0,0.0,74,LLVA62060,ASPEN HOME IMPROVEMENT COMPANY,RICHMOND,VA,23230.0,,,,,RICHMOND,Central
695,LLVA62060,ASPEN HOME IMPROVEMENT COMPANY,RICHMOND,VA,23230.0,male,False,False,12904.98,2018-01-18,False,False,3890.96,2018-04-02,False,False,False,0.0,0.0,74,LLVA62060,ASPEN HOME IMPROVEMENT COMPANY,RICHMOND,VA,23230.0,,,,,RICHMOND,Eastern
696,LLVA62065,SUBWAY,RICHMOND,VA,23224.0,,False,False,59.59,2018-01-18,False,False,59.59,2018-02-13,False,False,False,0.0,0.0,26,LLVA62065,SUBWAY,RICHMOND,VA,23224.0,,,,,RICHMOND,Central
697,LLVA62065,SUBWAY,RICHMOND,VA,23224.0,,False,False,59.59,2018-01-18,False,False,59.59,2018-02-13,False,False,False,0.0,0.0,26,LLVA62065,SUBWAY,RICHMOND,VA,23224.0,,,,,RICHMOND,Eastern
698,LLVA62070,ACCURATE COURIER EXPRESS,RICHMOND,VA,23234.0,male,False,False,144.0,2018-01-19,False,False,0.0,2018-01-19,False,False,False,0.0,0.0,0,LLVA62070,ACCURATE COURIER EXPRESS,RICHMOND,VA,23234.0,,,,,RICHMOND,Central
699,LLVA62070,ACCURATE COURIER EXPRESS,RICHMOND,VA,23234.0,male,False,False,144.0,2018-01-19,False,False,0.0,2018-01-19,False,False,False,0.0,0.0,0,LLVA62070,ACCURATE COURIER EXPRESS,RICHMOND,VA,23234.0,,,,,RICHMOND,Eastern
700,LLVA62096,SPEAKER TOWN,RICHMOND,VA,23231.0,male,False,False,1560.0,2018-01-23,False,False,0.0,2018-01-23,False,False,False,0.0,0.0,0,LLVA62096,SPEAKER TOWN,RICHMOND,VA,23231.0,,,,,RICHMOND,Central
701,LLVA62096,SPEAKER TOWN,RICHMOND,VA,23231.0,male,False,False,1560.0,2018-01-23,False,False,0.0,2018-01-23,False,False,False,0.0,0.0,0,LLVA62096,SPEAKER TOWN,RICHMOND,VA,23231.0,,,,,RICHMOND,Eastern
702,LLVA62142,STRAWBERRY GROCERY,RICHMOND,VA,23220.0,male,False,False,700.0,2018-02-02,False,False,0.0,2018-02-02,False,False,False,0.0,0.0,0,LLVA62142,STRAWBERRY GROCERY,RICHMOND,VA,23220.0,,,,,RICHMOND,Central
703,LLVA62142,STRAWBERRY GROCERY,RICHMOND,VA,23220.0,male,False,False,700.0,2018-02-02,False,False,0.0,2018-02-02,False,False,False,0.0,0.0,0,LLVA62142,STRAWBERRY GROCERY,RICHMOND,VA,23220.0,,,,,RICHMOND,Eastern
704,LLVA62147,UPS,RICHMOND,VA,23237.0,,False,False,30.6,2018-02-05,False,False,0.0,2018-02-05,False,False,False,0.0,0.0,0,LLVA62147,UPS,RICHMOND,VA,23237.0,,,,,RICHMOND,Central
705,LLVA62147,UPS,RICHMOND,VA,23237.0,,False,False,30.6,2018-02-05,False,False,0.0,2018-02-05,False,False,False,0.0,0.0,0,LLVA62147,UPS,RICHMOND,VA,23237.0,,,,,RICHMOND,Eastern
706,LLVA62164,DELIVERING HOPE HUMAN SERVICES INC,RICHMOND,VA,23224.0,female,False,False,626.5,2018-02-05,False,False,626.5,2018-02-23,False,False,False,0.0,0.0,18,LLVA62164,DELIVERING HOPE HUMAN SERVICES INC,RICHMOND,VA,23224.0,,,,,RICHMOND,Central
707,LLVA62164,DELIVERING HOPE HUMAN SERVICES INC,RICHMOND,VA,23224.0,female,False,False,626.5,2018-02-05,False,False,626.5,2018-02-23,False,False,False,0.0,0.0,18,LLVA62164,DELIVERING HOPE HUMAN SERVICES INC,RICHMOND,VA,23224.0,,,,,RICHMOND,Eastern
708,LLVA62169,MANISHA PATEL,RICHMOND,VA,23224.0,,False,False,0.0,2018-02-02,False,False,0.0,2018-02-13,False,False,False,0.0,0.0,11,LLVA62169,MANISHA PATEL,RICHMOND,VA,23224.0,,,,,RICHMOND,Central
709,LLVA62169,MANISHA PATEL,RICHMOND,VA,23224.0,,False,False,0.0,2018-02-02,False,False,0.0,2018-02-13,False,False,False,0.0,0.0,11,LLVA62169,MANISHA PATEL,RICHMOND,VA,23224.0,,,,,RICHMOND,Eastern
710,LLVA62228,MAPLE LEAF CONSTRUCTION LLC,RICHMOND,VA,23238.0,male,True,False,3000.0,2018-03-01,False,False,0.0,2018-05-08,False,False,False,0.0,0.0,68,LLVA62228,MAPLE LEAF CONSTRUCTION LLC,RICHMOND,VA,23238.0,,,,,RICHMOND,Central
711,LLVA62228,MAPLE LEAF CONSTRUCTION LLC,RICHMOND,VA,23238.0,male,True,False,3000.0,2018-03-01,False,False,0.0,2018-05-08,False,False,False,0.0,0.0,68,LLVA62228,MAPLE LEAF CONSTRUCTION LLC,RICHMOND,VA,23238.0,,,,,RICHMOND,Eastern
712,LLVA62238,SHOPPERS WORLD,RICHMOND,VA,23224.0,female,False,False,0.0,2018-03-05,False,False,0.0,2018-03-05,False,False,False,0.0,0.0,0,LLVA62238,SHOPPERS WORLD,RICHMOND,VA,23224.0,,,,,RICHMOND,Central
713,LLVA62238,SHOPPERS WORLD,RICHMOND,VA,23224.0,female,False,False,0.0,2018-03-05,False,False,0.0,2018-03-05,False,False,False,0.0,0.0,0,LLVA62238,SHOPPERS WORLD,RICHMOND,VA,23224.0,,,,,RICHMOND,Eastern
714,LLVA62278,EAGLES CONSTRUCTION INC,RICHMOND,VA,23224.0,female,True,False,20480.0,2018-03-05,False,False,9280.0,2018-04-20,False,False,False,0.0,0.0,46,LLVA62278,EAGLES CONSTRUCTION INC,RICHMOND,VA,23224.0,,,,,RICHMOND,Central
715,LLVA62278,EAGLES CONSTRUCTION INC,RICHMOND,VA,23224.0,female,True,False,20480.0,2018-03-05,False,False,9280.0,2018-04-20,False,False,False,0.0,0.0,46,LLVA62278,EAGLES CONSTRUCTION INC,RICHMOND,VA,23224.0,,,,,RICHMOND,Eastern
716,LLVA62301,MELENDEZ REAL ESTATE GROUP,RICHMOND,VA,23230.0,female,False,False,879.93,2018-03-13,False,False,680.0,2018-05-15,False,False,False,0.0,0.0,63,LLVA62301,MELENDEZ REAL ESTATE GROUP,RICHMOND,VA,23230.0,,,,,RICHMOND,Central
717,LLVA62301,MELENDEZ REAL ESTATE GROUP,RICHMOND,VA,23230.0,female,False,False,879.93,2018-03-13,False,False,680.0,2018-05-15,False,False,False,0.0,0.0,63,LLVA62301,MELENDEZ REAL ESTATE GROUP,RICHMOND,VA,23230.0,,,,,RICHMOND,Eastern
718,LLVA62352,BON SECOURS HEALTH SYSTEM WINDSOR,RICHMOND,VA,23227.0,female,False,False,4433.8,2018-04-04,False,False,0.0,2018-05-07,False,False,False,0.0,0.0,33,LLVA62352,BON SECOURS HEALTH SYSTEM WINDSOR,RICHMOND,VA,23227.0,,,,,RICHMOND,Central
719,LLVA62352,BON SECOURS HEALTH SYSTEM WINDSOR,RICHMOND,VA,23227.0,female,False,False,4433.8,2018-04-04,False,False,0.0,2018-05-07,False,False,False,0.0,0.0,33,LLVA62352,BON SECOURS HEALTH SYSTEM WINDSOR,RICHMOND,VA,23227.0,,,,,RICHMOND,Eastern
720,LLVA62373,GUARDIAN HOMECARE,RICHMOND,VA,23230.0,female,False,False,240.0,2018-03-27,False,False,0.0,2018-03-27,False,False,False,0.0,0.0,0,LLVA62373,GUARDIAN HOMECARE,RICHMOND,VA,23230.0,,,,,RICHMOND,Central
721,LLVA62373,GUARDIAN HOMECARE,RICHMOND,VA,23230.0,female,False,False,240.0,2018-03-27,False,False,0.0,2018-03-27,False,False,False,0.0,0.0,0,LLVA62373,GUARDIAN HOMECARE,RICHMOND,VA,23230.0,,,,,RICHMOND,Eastern
722,LLVA62389,DAVIS AUTOSPORTS,RICHMOND,VA,23250.0,male,False,False,240.0,2018-04-19,False,False,0.0,2018-06-12,False,False,False,0.0,0.0,54,LLVA62389,DAVIS AUTOSPORTS,RICHMOND,VA,23250.0,,,,,RICHMOND,Central
723,LLVA62389,DAVIS AUTOSPORTS,RICHMOND,VA,23250.0,male,False,False,240.0,2018-04-19,False,False,0.0,2018-06-12,False,False,False,0.0,0.0,54,LLVA62389,DAVIS AUTOSPORTS,RICHMOND,VA,23250.0,,,,,RICHMOND,Eastern
724,LLVA62423,BROWNSTONE ASSISTED LIVING FACILITY,RICHMOND,VA,23222.0,female,False,False,270.0,2018-04-19,False,False,324.0,2018-05-01,False,False,False,0.0,0.0,12,LLVA62423,BROWNSTONE ASSISTED LIVING FACILITY,RICHMOND,VA,23222.0,,,,,RICHMOND,Central
725,LLVA62423,BROWNSTONE ASSISTED LIVING FACILITY,RICHMOND,VA,23222.0,female,False,False,270.0,2018-04-19,False,False,324.0,2018-05-01,False,False,False,0.0,0.0,12,LLVA62423,BROWNSTONE ASSISTED LIVING FACILITY,RICHMOND,VA,23222.0,,,,,RICHMOND,Eastern
726,LLVA62436,COLONIAL TRIMCRAFTERS INC,RICHMOND,VA,23238.0,male,False,False,539.0,2018-04-19,False,False,385.0,2018-08-03,False,False,False,0.0,0.0,106,LLVA62436,COLONIAL TRIMCRAFTERS INC,RICHMOND,VA,23238.0,,,,,RICHMOND,Central
727,LLVA62436,COLONIAL TRIMCRAFTERS INC,RICHMOND,VA,23238.0,male,False,False,539.0,2018-04-19,False,False,385.0,2018-08-03,False,False,False,0.0,0.0,106,LLVA62436,COLONIAL TRIMCRAFTERS INC,RICHMOND,VA,23238.0,,,,,RICHMOND,Eastern
728,LLVA62444,SWANSON SERVICE LLC,RICHMOND,VA,23219.0,female,False,False,560.0,2018-04-19,False,False,0.0,2018-06-27,False,False,False,0.0,0.0,69,LLVA62444,SWANSON SERVICE LLC,RICHMOND,VA,23219.0,,,,,RICHMOND,Central
729,LLVA62444,SWANSON SERVICE LLC,RICHMOND,VA,23219.0,female,False,False,560.0,2018-04-19,False,False,0.0,2018-06-27,False,False,False,0.0,0.0,69,LLVA62444,SWANSON SERVICE LLC,RICHMOND,VA,23219.0,,,,,RICHMOND,Eastern
730,LLVA62472,AEROTEK SCIENTIFIC,RICHMOND,VA,23230.0,male,False,False,750.0,2018-04-27,False,False,0.0,2018-04-27,False,False,False,0.0,0.0,0,LLVA62472,AEROTEK SCIENTIFIC,RICHMOND,VA,23230.0,,,,,RICHMOND,Central
731,LLVA62472,AEROTEK SCIENTIFIC,RICHMOND,VA,23230.0,male,False,False,750.0,2018-04-27,False,False,0.0,2018-04-27,False,False,False,0.0,0.0,0,LLVA62472,AEROTEK SCIENTIFIC,RICHMOND,VA,23230.0,,,,,RICHMOND,Eastern
